bucket,hand_id,decision_idx,verb_abs_pos,rel_pos,abs_pos,projection,token
clean_legal_fold,bcd488cc,4,343,-2,341,-13.2733,action
clean_legal_fold,bcd488cc,4,343,-1,342,-12.7048,""":"
clean_legal_fold,bcd488cc,4,343,0,343,-24.3475," """
clean_legal_fold,bcd488cc,4,343,1,344,-19.0749,F
clean_legal_fold,bcd488cc,4,343,2,345,-12.0317,OLD
clean_legal_fold,6a8aea09,4,322,-300,22,7.4605,First
clean_legal_fold,6a8aea09,4,322,-200,122,-0.7563,user
clean_legal_fold,6a8aea09,4,322,-100,222,5.2656, action
clean_legal_fold,6a8aea09,4,322,-50,272,10.7721, 
clean_legal_fold,6a8aea09,4,322,-20,302,13.0318, board
clean_legal_fold,6a8aea09,4,322,-10,312,-2.6442, to
clean_legal_fold,6a8aea09,4,322,-5,317,-4.2904,JSON
clean_legal_fold,6a8aea09,4,322,-2,320,-12.9804,action
clean_legal_fold,6a8aea09,4,322,-1,321,-12.3914,""":"
clean_legal_fold,6a8aea09,4,322,0,322,-25.6859," """
clean_legal_fold,6a8aea09,4,322,1,323,-18.6646,F
clean_legal_fold,6a8aea09,4,322,2,324,-11.1447,OLD
clean_legal_fold,ee5560bd,4,342,-300,42,6.0205, followed
clean_legal_fold,ee5560bd,4,342,-200,142,13.0363, 
clean_legal_fold,ee5560bd,4,342,-100,242,-3.3552,_CHO
clean_legal_fold,ee5560bd,4,342,-50,292,14.9368, draw
clean_legal_fold,ee5560bd,4,342,-20,322,7.7736, opponent
clean_legal_fold,ee5560bd,4,342,-10,332,-4.5392, to
clean_legal_fold,ee5560bd,4,342,-5,337,-4.4131,JSON
clean_legal_fold,ee5560bd,4,342,-2,340,-13.2707,action
clean_legal_fold,ee5560bd,4,342,-1,341,-12.4275,""":"
clean_legal_fold,ee5560bd,4,342,0,342,-24.0738," """
clean_legal_fold,ee5560bd,4,342,1,343,-18.7245,F
clean_legal_fold,ee5560bd,4,342,2,344,-12.2656,OLD
clean_legal_fold,35d87d22,9,327,-300,27,1.8635,:
clean_legal_fold,35d87d22,9,327,-200,127,4.4568,":
"
clean_legal_fold,35d87d22,9,327,-100,227,9.0094, (
clean_legal_fold,35d87d22,9,327,-50,277,11.1097,ights
clean_legal_fold,35d87d22,9,327,-20,307,8.2723, suggests
clean_legal_fold,35d87d22,9,327,-10,317,-10.1608, is
clean_legal_fold,35d87d22,9,327,-5,322,-4.5543,JSON
clean_legal_fold,35d87d22,9,327,-2,325,-12.1955,action
clean_legal_fold,35d87d22,9,327,-1,326,-11.8544,""":"
clean_legal_fold,35d87d22,9,327,0,327,-24.2496," """
clean_legal_fold,35d87d22,9,327,1,328,-18.4574,F
clean_legal_fold,35d87d22,9,327,2,329,-11.8455,OLD
clean_legal_fold,7cbfc9e7,13,384,-300,84,7.7769, pref
clean_legal_fold,7cbfc9e7,13,384,-200,184,15.2351,CHECK
clean_legal_fold,7cbfc9e7,13,384,-100,284,2.9840,ASON
clean_legal_fold,7cbfc9e7,13,384,-50,334,9.8542, strongest
clean_legal_fold,7cbfc9e7,13,384,-20,364,10.0737,'s
clean_legal_fold,7cbfc9e7,13,384,-10,374,-4.4326, avoid
clean_legal_fold,7cbfc9e7,13,384,-5,379,-4.5792,JSON
clean_legal_fold,7cbfc9e7,13,384,-2,382,-12.1415,action
clean_legal_fold,7cbfc9e7,13,384,-1,383,-10.7460,""":"
clean_legal_fold,7cbfc9e7,13,384,0,384,-23.3615," """
clean_legal_fold,7cbfc9e7,13,384,1,385,-17.9414,F
clean_legal_fold,7cbfc9e7,13,384,2,386,-12.2863,OLD
clean_legal_fold,428bff40,9,342,-300,42,6.0205, followed
clean_legal_fold,428bff40,9,342,-200,142,12.8068, 
clean_legal_fold,428bff40,9,342,-100,242,6.7826,action
clean_legal_fold,428bff40,9,342,-50,292,7.1831, Q
clean_legal_fold,428bff40,9,342,-20,322,2.5383, of
clean_legal_fold,428bff40,9,342,-10,332,-4.1135, to
clean_legal_fold,428bff40,9,342,-5,337,-4.6154,JSON
clean_legal_fold,428bff40,9,342,-2,340,-12.2395,action
clean_legal_fold,428bff40,9,342,-1,341,-11.1968,""":"
clean_legal_fold,428bff40,9,342,0,342,-21.6676," """
clean_legal_fold,428bff40,9,342,1,343,-16.1133,F
clean_legal_fold,428bff40,9,342,2,344,-11.9580,OLD
clean_legal_fold,f1ea440b,9,342,-300,42,6.0205, followed
clean_legal_fold,f1ea440b,9,342,-200,142,5.7360,h
clean_legal_fold,f1ea440b,9,342,-100,242,4.5653," {"""
clean_legal_fold,f1ea440b,9,342,-50,292,7.2079,.
clean_legal_fold,f1ea440b,9,342,-20,322,13.8024, checking
clean_legal_fold,f1ea440b,9,342,-10,332,-8.3553, is
clean_legal_fold,f1ea440b,9,342,-5,337,-4.2667,JSON
clean_legal_fold,f1ea440b,9,342,-2,340,-12.0672,action
clean_legal_fold,f1ea440b,9,342,-1,341,-10.4307,""":"
clean_legal_fold,f1ea440b,9,342,0,342,-21.9012," """
clean_legal_fold,f1ea440b,9,342,1,343,-15.8552,F
clean_legal_fold,f1ea440b,9,342,2,344,-12.0798,OLD
clean_legal_fold,492019e6,4,346,-300,46,9.2065, JSON
clean_legal_fold,492019e6,4,346,-200,146,9.4233,d
clean_legal_fold,492019e6,4,346,-100,246,-2.7392,"
"
clean_legal_fold,492019e6,4,346,-50,296,14.9246, the
clean_legal_fold,492019e6,4,346,-20,326,10.0101, the
clean_legal_fold,492019e6,4,346,-10,336,-9.8538, is
clean_legal_fold,492019e6,4,346,-5,341,-4.5146,JSON
clean_legal_fold,492019e6,4,346,-2,344,-12.4959,action
clean_legal_fold,492019e6,4,346,-1,345,-11.8771,""":"
clean_legal_fold,492019e6,4,346,0,346,-24.8874," """
clean_legal_fold,492019e6,4,346,1,347,-19.3100,F
clean_legal_fold,492019e6,4,346,2,348,-11.4682,OLD
clean_legal_fold,3048ad15,4,377,-300,77,0.2730,RE
clean_legal_fold,3048ad15,4,377,-200,177,-3.2027,F
clean_legal_fold,3048ad15,4,377,-100,277,12.7388,-
clean_legal_fold,3048ad15,4,377,-50,327,7.0145, strong
clean_legal_fold,3048ad15,4,377,-20,357,9.0417, or
clean_legal_fold,3048ad15,4,377,-10,367,-2.1583, avoid
clean_legal_fold,3048ad15,4,377,-5,372,-4.2457,JSON
clean_legal_fold,3048ad15,4,377,-2,375,-8.3356,action
clean_legal_fold,3048ad15,4,377,-1,376,-4.9846,""":"
clean_legal_fold,3048ad15,4,377,0,377,-14.3178," """
clean_legal_fold,3048ad15,4,377,1,378,-12.7248,F
clean_legal_fold,3048ad15,4,377,2,379,-12.2813,OLD
clean_legal_fold,42ed951e,4,340,-300,40,5.4014, JSON
clean_legal_fold,42ed951e,4,340,-200,140,11.6672,:
clean_legal_fold,42ed951e,4,340,-100,240,-2.2106," """
clean_legal_fold,42ed951e,4,340,-50,290,8.4348,","
clean_legal_fold,42ed951e,4,340,-20,320,3.5255, of
clean_legal_fold,42ed951e,4,340,-10,330,-4.0094, to
clean_legal_fold,42ed951e,4,340,-5,335,-4.0824,JSON
clean_legal_fold,42ed951e,4,340,-2,338,-13.6145,action
clean_legal_fold,42ed951e,4,340,-1,339,-12.3067,""":"
clean_legal_fold,42ed951e,4,340,0,340,-23.2904," """
clean_legal_fold,42ed951e,4,340,1,341,-17.0967,F
clean_legal_fold,42ed951e,4,340,2,342,-12.2426,OLD
clean_legal_fold,d1ceae1c,8,318,-300,18,2.5918, choose
clean_legal_fold,d1ceae1c,8,318,-200,118,-1.4547,"""}"
clean_legal_fold,d1ceae1c,8,318,-100,218,11.1866,4
clean_legal_fold,d1ceae1c,8,318,-50,268,11.8211, no
clean_legal_fold,d1ceae1c,8,318,-20,298,6.6947, have
clean_legal_fold,d1ceae1c,8,318,-10,308,-3.0397, avoid
clean_legal_fold,d1ceae1c,8,318,-5,313,-4.2098,JSON
clean_legal_fold,d1ceae1c,8,318,-2,316,-15.0686,action
clean_legal_fold,d1ceae1c,8,318,-1,317,-12.3490,""":"
clean_legal_fold,d1ceae1c,8,318,0,318,-25.3943," """
clean_legal_fold,d1ceae1c,8,318,1,319,-18.7218,F
clean_legal_fold,d1ceae1c,8,318,2,320,-12.6560,OLD
clean_legal_fold,5e8ac7f4,9,333,-300,33,13.8715,2
clean_legal_fold,5e8ac7f4,9,333,-200,133,7.6094,3
clean_legal_fold,5e8ac7f4,9,333,-100,233,4.6907, action
clean_legal_fold,5e8ac7f4,9,333,-50,283,13.1540, My
clean_legal_fold,5e8ac7f4,9,333,-20,313,9.3425, a
clean_legal_fold,5e8ac7f4,9,333,-10,323,-3.8064, avoid
clean_legal_fold,5e8ac7f4,9,333,-5,328,-4.3591,JSON
clean_legal_fold,5e8ac7f4,9,333,-2,331,-12.9857,action
clean_legal_fold,5e8ac7f4,9,333,-1,332,-12.7357,""":"
clean_legal_fold,5e8ac7f4,9,333,0,333,-24.8639," """
clean_legal_fold,5e8ac7f4,9,333,1,334,-17.2970,F
clean_legal_fold,5e8ac7f4,9,333,2,335,-11.8386,OLD
clean_legal_fold,8112fd3f,4,316,-300,16,8.5586,","
clean_legal_fold,8112fd3f,4,316,-200,116,-4.2135,F
clean_legal_fold,8112fd3f,4,316,-100,216,17.2224,:
clean_legal_fold,8112fd3f,4,316,-50,266,2.0979,K
clean_legal_fold,8112fd3f,4,316,-20,296,21.6552, not
clean_legal_fold,8112fd3f,4,316,-10,306,-0.1474, avoid
clean_legal_fold,8112fd3f,4,316,-5,311,-4.0685,JSON
clean_legal_fold,8112fd3f,4,316,-2,314,-10.9635,action
clean_legal_fold,8112fd3f,4,316,-1,315,-9.7140,""":"
clean_legal_fold,8112fd3f,4,316,0,316,-21.8577," """
clean_legal_fold,8112fd3f,4,316,1,317,-19.0844,F
clean_legal_fold,8112fd3f,4,316,2,318,-11.7258,OLD
clean_legal_fold,6badfd94,4,327,-300,27,1.8635,:
clean_legal_fold,6badfd94,4,327,-200,127,4.4568,":
"
clean_legal_fold,6badfd94,4,327,-100,227,4.0499, reasoning
clean_legal_fold,6badfd94,4,327,-50,277,11.7994, My
clean_legal_fold,6badfd94,4,327,-20,307,15.0891, have
clean_legal_fold,6badfd94,4,327,-10,317,-3.2157, to
clean_legal_fold,6badfd94,4,327,-5,322,-4.0291,JSON
clean_legal_fold,6badfd94,4,327,-2,325,-10.2873,action
clean_legal_fold,6badfd94,4,327,-1,326,-8.9664,""":"
clean_legal_fold,6badfd94,4,327,0,327,-18.9167," """
clean_legal_fold,6badfd94,4,327,1,328,-16.0769,F
clean_legal_fold,6badfd94,4,327,2,329,-11.1776,OLD
clean_legal_fold,bf90fe40,10,336,-300,36,12.6532, sentences
clean_legal_fold,bf90fe40,10,336,-200,136,10.2592,"
"
clean_legal_fold,bf90fe40,10,336,-100,236,0.3283, your
clean_legal_fold,bf90fe40,10,336,-50,286,12.9235, gives
clean_legal_fold,bf90fe40,10,336,-20,316,17.1121, is
clean_legal_fold,bf90fe40,10,336,-10,326,-5.0308, to
clean_legal_fold,bf90fe40,10,336,-5,331,-3.8020,JSON
clean_legal_fold,bf90fe40,10,336,-2,334,-10.9831,action
clean_legal_fold,bf90fe40,10,336,-1,335,-10.0767,""":"
clean_legal_fold,bf90fe40,10,336,0,336,-18.5931," """
clean_legal_fold,bf90fe40,10,336,1,337,-19.0446,F
clean_legal_fold,bf90fe40,10,336,2,338,-12.3163,OLD
clean_legal_fold,22ae7085,4,325,-300,25,-1.1165,ASON
clean_legal_fold,22ae7085,4,325,-200,125,2.7563, poker
clean_legal_fold,22ae7085,4,325,-100,225,-0.3178, Provide
clean_legal_fold,22ae7085,4,325,-50,275,17.2783, potential
clean_legal_fold,22ae7085,4,325,-20,305,12.9704, have
clean_legal_fold,22ae7085,4,325,-10,315,-3.1289, to
clean_legal_fold,22ae7085,4,325,-5,320,-4.0360,JSON
clean_legal_fold,22ae7085,4,325,-2,323,-10.8630,action
clean_legal_fold,22ae7085,4,325,-1,324,-9.7659,""":"
clean_legal_fold,22ae7085,4,325,0,325,-20.1665," """
clean_legal_fold,22ae7085,4,325,1,326,-16.4629,F
clean_legal_fold,22ae7085,4,325,2,327,-11.2171,OLD
clean_legal_fold,c42e362a,9,368,-300,68,6.6998," """
clean_legal_fold,c42e362a,9,368,-200,168,7.8013, call
clean_legal_fold,c42e362a,9,368,-100,268,8.8487,","
clean_legal_fold,c42e362a,9,368,-50,318,12.7493,3
clean_legal_fold,c42e362a,9,368,-20,348,12.9449, my
clean_legal_fold,c42e362a,9,368,-10,358,-4.2864, avoid
clean_legal_fold,c42e362a,9,368,-5,363,-4.8497,JSON
clean_legal_fold,c42e362a,9,368,-2,366,-13.8765,action
clean_legal_fold,c42e362a,9,368,-1,367,-12.8592,""":"
clean_legal_fold,c42e362a,9,368,0,368,-24.1606," """
clean_legal_fold,c42e362a,9,368,1,369,-17.3524,F
clean_legal_fold,c42e362a,9,368,2,370,-11.7853,OLD
clean_legal_fold,87989957,4,339,-300,39,1.8605, write
clean_legal_fold,87989957,4,339,-200,139,12.7216, Board
clean_legal_fold,87989957,4,339,-100,239,-1.8971," """
clean_legal_fold,87989957,4,339,-50,289,14.5289, I
clean_legal_fold,87989957,4,339,-20,319,9.0801, and
clean_legal_fold,87989957,4,339,-10,329,-2.9925, avoid
clean_legal_fold,87989957,4,339,-5,334,-4.2778,JSON
clean_legal_fold,87989957,4,339,-2,337,-14.5604,action
clean_legal_fold,87989957,4,339,-1,338,-13.3599,""":"
clean_legal_fold,87989957,4,339,0,339,-25.0007," """
clean_legal_fold,87989957,4,339,1,340,-20.2356,F
clean_legal_fold,87989957,4,339,2,341,-12.2831,OLD
clean_legal_fold,55a6bb43,4,324,-300,24,1.5928, RE
clean_legal_fold,55a6bb43,4,324,-200,124,3.6086,Current
clean_legal_fold,55a6bb43,4,324,-100,224,2.9643, then
clean_legal_fold,55a6bb43,4,324,-50,274,9.9236, (
clean_legal_fold,55a6bb43,4,324,-20,304,19.3924, already
clean_legal_fold,55a6bb43,4,324,-10,314,4.4637, given
clean_legal_fold,55a6bb43,4,324,-5,319,-3.6786,JSON
clean_legal_fold,55a6bb43,4,324,-2,322,-0.6936,action
clean_legal_fold,55a6bb43,4,324,-1,323,-7.9083,""":"
clean_legal_fold,55a6bb43,4,324,0,324,-10.2051," """
clean_legal_fold,55a6bb43,4,324,1,325,-14.4992,F
clean_legal_fold,55a6bb43,4,324,2,326,-14.3231,OLD
clean_legal_fold,a24dfed5,4,350,-300,50,4.5873, line
clean_legal_fold,a24dfed5,4,350,-200,150,11.1804,"
"
clean_legal_fold,a24dfed5,4,350,-100,250,-3.1426,"
"
clean_legal_fold,a24dfed5,4,350,-50,300,3.9054, they
clean_legal_fold,a24dfed5,4,350,-20,330,12.9235, draw
clean_legal_fold,a24dfed5,4,350,-10,340,-4.6694, the
clean_legal_fold,a24dfed5,4,350,-5,345,-4.2439,JSON
clean_legal_fold,a24dfed5,4,350,-2,348,-11.3030,action
clean_legal_fold,a24dfed5,4,350,-1,349,-10.6470,""":"
clean_legal_fold,a24dfed5,4,350,0,350,-20.4229," """
clean_legal_fold,a24dfed5,4,350,1,351,-15.0028,F
clean_legal_fold,a24dfed5,4,350,2,352,-11.9735,OLD
clean_legal_fold,e3746df8,4,326,-300,26,3.7369,ING
clean_legal_fold,e3746df8,4,326,-200,126,6.6808, situation
clean_legal_fold,e3746df8,4,326,-100,226,3.9964, reasoning
clean_legal_fold,e3746df8,4,326,-50,276,6.9607, J
clean_legal_fold,e3746df8,4,326,-20,306,13.1338, board
clean_legal_fold,e3746df8,4,326,-10,316,-3.2103, to
clean_legal_fold,e3746df8,4,326,-5,321,-4.3336,JSON
clean_legal_fold,e3746df8,4,326,-2,324,-12.8542,action
clean_legal_fold,e3746df8,4,326,-1,325,-12.4822,""":"
clean_legal_fold,e3746df8,4,326,0,326,-25.5695," """
clean_legal_fold,e3746df8,4,326,1,327,-19.0556,F
clean_legal_fold,e3746df8,4,326,2,328,-11.2024,OLD
clean_legal_fold,25cf1709,4,354,-300,54,3.1973," {"""
clean_legal_fold,25cf1709,4,354,-200,154,4.2954,0
clean_legal_fold,25cf1709,4,354,-100,254,-0.8607,ASON
clean_legal_fold,25cf1709,4,354,-50,304,14.4846, of
clean_legal_fold,25cf1709,4,354,-20,334,13.7187, size
clean_legal_fold,25cf1709,4,354,-10,344,-4.6272, to
clean_legal_fold,25cf1709,4,354,-5,349,-4.7904,JSON
clean_legal_fold,25cf1709,4,354,-2,352,-13.8823,action
clean_legal_fold,25cf1709,4,354,-1,353,-12.2023,""":"
clean_legal_fold,25cf1709,4,354,0,354,-23.7976," """
clean_legal_fold,25cf1709,4,354,1,355,-17.4000,F
clean_legal_fold,25cf1709,4,354,2,356,-12.7494,OLD
clean_legal_fold,5aea9c50,8,374,-300,74,1.9561,"""}

"
clean_legal_fold,5aea9c50,8,374,-200,174,15.3134,:
clean_legal_fold,5aea9c50,8,374,-100,274,11.0771, board
clean_legal_fold,5aea9c50,8,374,-50,324,15.3114, 
clean_legal_fold,5aea9c50,8,374,-20,354,5.6584, and
clean_legal_fold,5aea9c50,8,374,-10,364,-8.9803, to
clean_legal_fold,5aea9c50,8,374,-5,369,-4.6797,JSON
clean_legal_fold,5aea9c50,8,374,-2,372,-12.3444,action
clean_legal_fold,5aea9c50,8,374,-1,373,-12.5179,""":"
clean_legal_fold,5aea9c50,8,374,0,374,-25.1546," """
clean_legal_fold,5aea9c50,8,374,1,375,-21.3218,F
clean_legal_fold,5aea9c50,8,374,2,376,-12.0049,OLD
clean_legal_fold,4d83a61e,4,357,-300,57,5.3299," """
clean_legal_fold,4d83a61e,4,357,-200,157,1.7672,LO
clean_legal_fold,4d83a61e,4,357,-100,257,12.0802, 
clean_legal_fold,4d83a61e,4,357,-50,307,3.6626, the
clean_legal_fold,4d83a61e,4,357,-20,337,8.4403, but
clean_legal_fold,4d83a61e,4,357,-10,347,-6.1770, is
clean_legal_fold,4d83a61e,4,357,-5,352,-4.3417,JSON
clean_legal_fold,4d83a61e,4,357,-2,355,-10.8662,action
clean_legal_fold,4d83a61e,4,357,-1,356,-9.2372,""":"
clean_legal_fold,4d83a61e,4,357,0,357,-18.0334," """
clean_legal_fold,4d83a61e,4,357,1,358,-16.7712,F
clean_legal_fold,4d83a61e,4,357,2,359,-11.9441,OLD
clean_legal_fold,a2d2e6ad,4,320,-300,20,9.0523, action
clean_legal_fold,a2d2e6ad,4,320,-200,120,-1.0359,"
"
clean_legal_fold,a2d2e6ad,4,320,-100,220,3.2882, (
clean_legal_fold,a2d2e6ad,4,320,-50,270,11.4839, I
clean_legal_fold,a2d2e6ad,4,320,-20,300,6.9955, have
clean_legal_fold,a2d2e6ad,4,320,-10,310,-3.1945, avoid
clean_legal_fold,a2d2e6ad,4,320,-5,315,-4.4277,JSON
clean_legal_fold,a2d2e6ad,4,320,-2,318,-15.1955,action
clean_legal_fold,a2d2e6ad,4,320,-1,319,-12.8830,""":"
clean_legal_fold,a2d2e6ad,4,320,0,320,-24.1604," """
clean_legal_fold,a2d2e6ad,4,320,1,321,-19.9585,F
clean_legal_fold,a2d2e6ad,4,320,2,322,-12.6987,OLD
clean_legal_fold,e67312bb,4,336,-300,36,12.6532, sentences
clean_legal_fold,e67312bb,4,336,-200,136,7.2399,c
clean_legal_fold,e67312bb,4,336,-100,236,6.5322,action
clean_legal_fold,e67312bb,4,336,-50,286,10.1365, if
clean_legal_fold,e67312bb,4,336,-20,316,12.6037, size
clean_legal_fold,e67312bb,4,336,-10,326,-9.2535, is
clean_legal_fold,e67312bb,4,336,-5,331,-4.1383,JSON
clean_legal_fold,e67312bb,4,336,-2,334,-13.6264,action
clean_legal_fold,e67312bb,4,336,-1,335,-12.6983,""":"
clean_legal_fold,e67312bb,4,336,0,336,-22.8035," """
clean_legal_fold,e67312bb,4,336,1,337,-20.0346,F
clean_legal_fold,e67312bb,4,336,2,338,-12.2754,OLD
clean_legal_fold,cf42b2d6,11,331,-300,31,12.7920, analysis
clean_legal_fold,cf42b2d6,11,331,-200,131,9.4994,:
clean_legal_fold,cf42b2d6,11,331,-100,231,9.9674, (
clean_legal_fold,cf42b2d6,11,331,-50,281,12.6422, flush
clean_legal_fold,cf42b2d6,11,331,-20,311,16.3384, bet
clean_legal_fold,cf42b2d6,11,331,-10,321,-11.6174, is
clean_legal_fold,cf42b2d6,11,331,-5,326,-4.9024,JSON
clean_legal_fold,cf42b2d6,11,331,-2,329,-12.5849,action
clean_legal_fold,cf42b2d6,11,331,-1,330,-12.1959,""":"
clean_legal_fold,cf42b2d6,11,331,0,331,-23.6240," """
clean_legal_fold,cf42b2d6,11,331,1,332,-18.9448,F
clean_legal_fold,cf42b2d6,11,331,2,333,-12.0485,OLD
clean_legal_fold,af890edf,4,319,-300,19,2.7346, your
clean_legal_fold,af890edf,4,319,-200,119,1.0636,<|im_end|>
clean_legal_fold,af890edf,4,319,-100,219,5.1319, action
clean_legal_fold,af890edf,4,319,-50,269,15.4937, a
clean_legal_fold,af890edf,4,319,-20,299,15.2110, bet
clean_legal_fold,af890edf,4,319,-10,309,-9.8867, is
clean_legal_fold,af890edf,4,319,-5,314,-4.4066,JSON
clean_legal_fold,af890edf,4,319,-2,317,-12.4701,action
clean_legal_fold,af890edf,4,319,-1,318,-13.4280,""":"
clean_legal_fold,af890edf,4,319,0,319,-25.4408," """
clean_legal_fold,af890edf,4,319,1,320,-19.6242,F
clean_legal_fold,af890edf,4,319,2,321,-10.8222,OLD
illegal_fold,e668c466,11,339,-300,39,1.8605, write
illegal_fold,e668c466,11,339,-200,139,12.7376, Board
illegal_fold,e668c466,11,339,-100,239,5.2356, action
illegal_fold,e668c466,11,339,-50,289,8.4065,.
illegal_fold,e668c466,11,339,-20,319,8.6636, opponent
illegal_fold,e668c466,11,339,-10,329,-3.0518, to
illegal_fold,e668c466,11,339,-5,334,-4.2821,JSON
illegal_fold,e668c466,11,339,-2,337,-9.4083,action
illegal_fold,e668c466,11,339,-1,338,-10.1858,""":"
illegal_fold,e668c466,11,339,0,339,-14.8976," """
illegal_fold,e668c466,11,339,1,340,-17.6349,F
illegal_fold,e668c466,11,339,2,341,-11.9326,OLD
illegal_fold,e70ecc70,5,330,-300,30,4.3238, your
illegal_fold,e70ecc70,5,330,-200,130,7.8084, cards
illegal_fold,e70ecc70,5,330,-100,230,7.2784,""":"
illegal_fold,e70ecc70,5,330,-50,280,14.9569, and
illegal_fold,e70ecc70,5,330,-20,310,-10.5871, fold
illegal_fold,e70ecc70,5,330,-10,320,-5.0211, is
illegal_fold,e70ecc70,5,330,-5,325,-4.1267,JSON
illegal_fold,e70ecc70,5,330,-2,328,-7.8753,action
illegal_fold,e70ecc70,5,330,-1,329,-7.6640,""":"
illegal_fold,e70ecc70,5,330,0,330,-11.2308," """
illegal_fold,e70ecc70,5,330,1,331,-11.1327,F
illegal_fold,e70ecc70,5,330,2,332,-11.0283,OLD
illegal_fold,5e8ac7f4,7,347,-300,47,3.1626, on
illegal_fold,5e8ac7f4,7,347,-200,147,7.4186,c
illegal_fold,5e8ac7f4,7,347,-100,247,-0.7527,<|im_end|>
illegal_fold,5e8ac7f4,7,347,-50,297,9.1673, potential
illegal_fold,5e8ac7f4,7,347,-20,327,8.6166, hand
illegal_fold,5e8ac7f4,7,347,-10,337,-8.8622, is
illegal_fold,5e8ac7f4,7,347,-5,342,-4.8236,JSON
illegal_fold,5e8ac7f4,7,347,-2,345,-10.8160,action
illegal_fold,5e8ac7f4,7,347,-1,346,-11.1473,""":"
illegal_fold,5e8ac7f4,7,347,0,347,-15.2112," """
illegal_fold,5e8ac7f4,7,347,1,348,-17.3401,F
illegal_fold,5e8ac7f4,7,347,2,349,-12.1948,OLD
illegal_fold,82b3b088,11,355,-300,55,7.7473,action
illegal_fold,82b3b088,11,355,-200,155,5.1336,s
illegal_fold,82b3b088,11,355,-100,255,1.8494,"""}"
illegal_fold,82b3b088,11,355,-50,305,13.1762,7
illegal_fold,82b3b088,11,355,-20,335,12.1059, fact
illegal_fold,82b3b088,11,355,-10,345,-3.6034, to
illegal_fold,82b3b088,11,355,-5,350,-4.4908,JSON
illegal_fold,82b3b088,11,355,-2,353,-5.6832,action
illegal_fold,82b3b088,11,355,-1,354,-5.7274,""":"
illegal_fold,82b3b088,11,355,0,355,-7.6642," """
illegal_fold,82b3b088,11,355,1,356,-10.7340,F
illegal_fold,82b3b088,11,355,2,357,-12.3920,OLD
illegal_fold,f353cae5,2,304,-300,4,4.1406, are
illegal_fold,f353cae5,2,304,-200,104,-2.8857,","
illegal_fold,f353cae5,2,304,-100,204,10.6243,2
illegal_fold,f353cae5,2,304,-50,254,9.9429, for
illegal_fold,f353cae5,2,304,-20,284,14.7302, opponent
illegal_fold,f353cae5,2,304,-10,294,-2.0070, to
illegal_fold,f353cae5,2,304,-5,299,-3.9534,JSON
illegal_fold,f353cae5,2,304,-2,302,-7.2926,action
illegal_fold,f353cae5,2,304,-1,303,-6.5941,""":"
illegal_fold,f353cae5,2,304,0,304,-13.6477," """
illegal_fold,f353cae5,2,304,1,305,-10.7561,F
illegal_fold,f353cae5,2,304,2,306,-11.0905,OLD
illegal_fold,7bdcd8ee,2,317,-300,17,6.4654, then
illegal_fold,7bdcd8ee,2,317,-200,117,-11.5813,OLD
illegal_fold,7bdcd8ee,2,317,-100,217,4.9651," {"""
illegal_fold,7bdcd8ee,2,317,-50,267,10.9398, T
illegal_fold,7bdcd8ee,2,317,-20,297,9.4388, good
illegal_fold,7bdcd8ee,2,317,-10,307,-4.8219, to
illegal_fold,7bdcd8ee,2,317,-5,312,-3.8017,JSON
illegal_fold,7bdcd8ee,2,317,-2,315,-8.6803,action
illegal_fold,7bdcd8ee,2,317,-1,316,-8.1301,""":"
illegal_fold,7bdcd8ee,2,317,0,317,-15.6563," """
illegal_fold,7bdcd8ee,2,317,1,318,-16.1164,F
illegal_fold,7bdcd8ee,2,317,2,319,-10.1474,OLD
illegal_fold,11e444f5,11,345,-300,45,8.6909, valid
illegal_fold,11e444f5,11,345,-200,145,10.4969,8
illegal_fold,11e444f5,11,345,-100,245,2.4940,:
illegal_fold,11e444f5,11,345,-50,295,12.3198, high
illegal_fold,11e444f5,11,345,-20,325,9.0296, already
illegal_fold,11e444f5,11,345,-10,335,-5.1261, to
illegal_fold,11e444f5,11,345,-5,340,-4.5136,JSON
illegal_fold,11e444f5,11,345,-2,343,-7.4684,action
illegal_fold,11e444f5,11,345,-1,344,-8.2433,""":"
illegal_fold,11e444f5,11,345,0,345,-14.0855," """
illegal_fold,11e444f5,11,345,1,346,-14.5491,F
illegal_fold,11e444f5,11,345,2,347,-11.9543,OLD
illegal_fold,a2111ba9,2,302,-300,2,9.4830,"
"
illegal_fold,a2111ba9,2,302,-200,102,11.4718, draw
illegal_fold,a2111ba9,2,302,-100,202,10.5065,")

"
illegal_fold,a2111ba9,2,302,-50,252,12.1212, flush
illegal_fold,a2111ba9,2,302,-20,282,14.8832, opponent
illegal_fold,a2111ba9,2,302,-10,292,-1.5038, to
illegal_fold,a2111ba9,2,302,-5,297,-3.8378,JSON
illegal_fold,a2111ba9,2,302,-2,300,-6.2066,action
illegal_fold,a2111ba9,2,302,-1,301,-5.9681,""":"
illegal_fold,a2111ba9,2,302,0,302,-11.1678," """
illegal_fold,a2111ba9,2,302,1,303,-10.3334,F
illegal_fold,a2111ba9,2,302,2,304,-10.4873,OLD
illegal_fold,cf9fb677,8,319,-300,19,2.7346, your
illegal_fold,cf9fb677,8,319,-200,119,1.0636,<|im_end|>
illegal_fold,cf9fb677,8,319,-100,219,5.8926,4
illegal_fold,cf9fb677,8,319,-50,269,9.4429,.
illegal_fold,cf9fb677,8,319,-20,299,13.6294, river
